Bucket,Family,Score,OriginalPath,CopiedPath,FileName,SizeBytes,LastWriteTime,CollectorTerms,MachineTerms,ReasonTerms,WriteTerms,SensitiveTerms,LikelyTestOrBackup
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\archive\debug_scripts\debug_symmetry_from_fragment.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ededc78534c2__debug_symmetry_from_fragment.py,debug_symmetry_from_fragment.py,8745,2025-11-28T10:00:46,log;metric,input,analyze;infer;inference;pattern,json.dump;open(,,True
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\archive\task_analysis\analyze_unsolved_patterns.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d25a30965543__analyze_unsolved_patterns.py,analyze_unsolved_patterns.py,10261,2025-11-28T09:52:20,log;metric,input,analyze;detector;pattern;reason;reasoning,open(,,True
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\backup_root_scripts\analyze_unsolved_patterns.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e8e233402138__analyze_unsolved_patterns.py,analyze_unsolved_patterns.py,10261,2025-11-28T09:52:20,log;metric,input,analyze;detector;pattern;reason;reasoning,open(,,True
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\backup_root_scripts\debug_symmetry_from_fragment.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\9ca1dd542076__debug_symmetry_from_fragment.py,debug_symmetry_from_fragment.py,8745,2025-11-28T10:00:46,log;metric,input,analyze;infer;inference;pattern,json.dump;open(,,True
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\backup_root_scripts\expand_rule_database.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\898b559d940d__expand_rule_database.py,expand_rule_database.py,9888,2025-11-28T09:23:06,metric,input;process,analyze;pattern,.jsonl;.write(;json.dump;open(,,True
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\cod_616\arc_organ\arc_rule_hypothesis.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4d44d0c63c12__arc_rule_hypothesis.py,arc_rule_hypothesis.py,26115,2025-11-27T19:10:02,perf,input;system,analyze;detector;pattern;predict;reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\engines\anchor_analyzer.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\f8aed864e1f5__anchor_analyzer.py,anchor_analyzer.py,17612,2025-11-30T18:07:34,perf,input;system,analyse;analyze;analyzer;reason;reasoning;score,,,False
high_confidence_log_reasoners,arc_solver,21,H:\arc_production_solver\tools\expand_rules_with_math.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d4d8280e829f__expand_rules_with_math.py,expand_rules_with_math.py,9466,2025-11-30T15:15:50,metric,input;process,analyze;pattern,.jsonl;.write(;json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,20,H:\arc_production_solver\arc_organ\arc_recognition_field.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5f050450a35f__arc_recognition_field.py,arc_recognition_field.py,14749,2025-11-26T20:59:06,log,input,classif;decision;detector;pattern;reason;reasoning;score,,,False
high_confidence_log_reasoners,arc_solver,20,H:\arc_production_solver\arc_organ\color_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\40fd468b37e2__color_engine.py,color_engine.py,23883,2025-11-30T17:15:20,log,input,classif;infer;pattern;predict;reason;reasoning;score,,,False
high_confidence_log_reasoners,arc_solver,20,H:\arc_production_solver\backup_root_scripts\find_multi_step_tasks.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\00656debef81__find_multi_step_tasks.py,find_multi_step_tasks.py,7959,2025-11-28T08:50:30,,input;movement,analyze;infer;inference;pattern;reason;reasoning,open(,,True
high_confidence_log_reasoners,arc_solver,20,H:\arc_production_solver\cod_616\arc_organ\arc_recognition_field.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\1ca7266d69b6__arc_recognition_field.py,arc_recognition_field.py,14749,2025-11-26T20:59:06,log,input,classif;decision;detector;pattern;reason;reasoning;score,,,False
high_confidence_log_reasoners,arc_solver,19,H:\arc_production_solver\scripts\testing\test_anchor_analyzer.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4cd16fdd20cf__test_anchor_analyzer.py,test_anchor_analyzer.py,11288,2025-11-30T18:07:34,perf,input;system,analyse;analyze;analyzer;reason;reasoning,,,True
high_confidence_log_reasoners,arc_solver,18,H:\arc_production_solver\archive\task_analysis\show_algorithm.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d3fdfa475ee6__show_algorithm.py,show_algorithm.py,5121,2025-11-28T08:50:30,metric,input;movement;system,analyze;pattern,open(,,True
high_confidence_log_reasoners,arc_solver,18,H:\arc_production_solver\backup_root_scripts\show_algorithm.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\7110d542f492__show_algorithm.py,show_algorithm.py,5121,2025-11-28T08:50:30,metric,input;movement;system,analyze;pattern,open(,,True
high_confidence_log_reasoners,arc_solver,18,H:\arc_production_solver\cod_616\test_yolo_performance.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5aae45654abb__test_yolo_performance.py,test_yolo_performance.py,4028,2025-11-25T20:12:18,capture;perf;performance,input,detector;infer;inference,,,False
high_confidence_log_reasoners,arc_solver,17,H:\arc_production_solver\arc_core.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8de1ac8e8cf0__arc_core.py,arc_core.py,31466,2025-11-30T17:21:12,log;trace,input,analyze;pattern;reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,17,H:\arc_production_solver\arc_organ\arc_pixel_metadata.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5dec034ce7bf__arc_pixel_metadata.py,arc_pixel_metadata.py,18632,2025-11-26T21:29:28,perf,input;system,classif;pattern;reason;score,,,False
high_confidence_log_reasoners,arc_solver,17,H:\arc_production_solver\cod_616\arc_organ\arc_pixel_metadata.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4acd529435d0__arc_pixel_metadata.py,arc_pixel_metadata.py,18632,2025-11-26T21:29:28,perf,input;system,classif;pattern;reason;score,,,False
high_confidence_log_reasoners,arc_solver,17,H:\arc_production_solver\tools\generate_close_match_report.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\c9928bda2680__generate_close_match_report.py,generate_close_match_report.py,7085,2025-11-30T17:55:56,,input,analyze;classif;pattern;reason;reasoning,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\arc_organ\test_phase_c.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\faa1e6ad1dec__test_phase_c.py,test_phase_c.py,9229,2025-11-26T21:37:22,metric;metrics;perf,input,classif;pattern,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\backup_root_scripts\visualize_spatial_task.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\114889cc5005__visualize_spatial_task.py,visualize_spatial_task.py,10611,2025-11-28T06:30:20,metric,input,analyze;pattern;reason;reasoning,open(,,True
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\cod_616\arc_organ\test_phase_c.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\c28526bd6287__test_phase_c.py,test_phase_c.py,9229,2025-11-26T21:37:22,metric;metrics;perf,input,classif;pattern,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\engines\rel_engine_v2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4245ac29da53__rel_engine_v2.py,rel_engine_v2.py,7051,2025-11-30T18:07:34,metric,input,analyse;analyze;analyzer;pattern;reason,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\maybe files\visualize_spatial_task.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\18ccf3285b24__visualize_spatial_task.py,visualize_spatial_task.py,10611,2025-11-28T06:30:20,metric,input,analyze;pattern;reason;reasoning,open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\solvers\baseline_solver.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\73b2c49992ce__baseline_solver.py,baseline_solver.py,3447,2025-11-29T05:51:40,log;perf;performance,input,analyze;infer,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\build_rule_database.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ac451dfd0523__build_rule_database.py,build_rule_database.py,4459,2025-11-30T15:15:50,metric,input,pattern,.jsonl;.write(;json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\test_color_engine_arc.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e45daf26b933__test_color_engine_arc.py,test_color_engine_arc.py,5445,2025-11-30T17:15:20,perf,input,infer;predict;score,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\verify_operators_after_patches.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8517fb1bbb76__verify_operators_after_patches.py,verify_operators_after_patches.py,5157,2025-11-30T14:34:56,log,input,infer;inference;pattern,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\arc_submission_builder.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a1e1c98bf862__arc_submission_builder.py,arc_submission_builder.py,7155,2025-11-26T20:59:06,,input;process;system,predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\meta_comp_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a7f052796009__meta_comp_engine.py,meta_comp_engine.py,22591,2025-11-30T17:15:20,,input,analyze;infer;pattern;predict,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\pattern_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\1f66ab63caa6__pattern_engine.py,pattern_engine.py,24792,2025-11-30T15:22:50,log;metric,input,analyze;pattern;score,,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\backup_root_scripts\investigate_kaggle_files.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\bd6573e318f6__investigate_kaggle_files.py,investigate_kaggle_files.py,4572,2025-11-26T15:00:48,perf;sensor,thermal,correlat;predict,.csv,,True
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\backup_root_scripts\math_dsl_solver.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8dab250806de__math_dsl_solver.py,math_dsl_solver.py,7104,2025-11-28T09:52:20,,input,analyze;pattern;predict,.jsonl;json.dump;open(,,True
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\backup_root_scripts\operator_near_miss_diagnostic.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\eefef62cd05e__operator_near_miss_diagnostic.py,operator_near_miss_diagnostic.py,9305,2025-11-27T14:11:42,log,input;system,analyze;diagnostic,open(,,True
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\backup_root_scripts\spatial_operators.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\1aeff2b4e1a6__spatial_operators.py,spatial_operators.py,8633,2025-11-28T06:30:20,,input,analyze;classif;pattern;reason;reasoning,open(,,True
